len_answer_content,len_user_intro,len_question_content,user_exp,len_user_edu,num_user_interst,num_user_followed,num_question_tags,num_user_saved,num_user_thanks,num_user_agrees,num_user_helped,num_user_recommend,answer_question_overlap,question_uinterest_overlap,uinterest_answer_overlap,s2v_0,s2v_1,s2v_2,s2v_3,s2v_4,s2v_5,s2v_6,s2v_7,s2v_8,s2v_9,s2v_10,s2v_11,s2v_12,s2v_13,s2v_14,s2v_15,s2v_16,s2v_17,s2v_18,s2v_19
0.147025813692,0.0369461486026,0.729166666667,0.432835820896,0.0746268656716,0.181451612903,0.978947368421,0.37037037037,0.14552238806,0.138082719488,0.235789299367,0.0451003370657,0.41662763466,0.25,0.0769230769231,0.2,0.406897,-0.461082,0.02109,0.518274,0.650888,1.06034,-0.116042,-0.091126,-0.710766,0.624223,0.642356,-0.092266,0.207943,-0.481161,0.616016,0.205855,-0.379627,-0.242986,-0.302245,0.008203
0.223905723906,0.107702794819,0.704166666667,0.388059701493,0.134328358209,0.747983870968,1.0,0.269841269841,0.0373134328358,0.033212733283,0.0542897754716,0.0182869572526,0.180093676815,0.25,0.153846153846,0.2,0.163867,0.684127,-0.614782,-0.272522,-1.204368,-1.129241,-0.736835,-1.102692,-0.358706,-0.66576,0.580276,-0.849495,0.029537,-0.410745,0.424862,0.16997,-0.044703,-0.241721,-0.779845,0.219043
0.113355780022,0.052079072938,0.529166666667,0.477611940299,0.173134328358,0.497983870968,1.0,0.156084656085,0.00186567164179,0.0112184075588,0.00632736707009,0.00141928900044,0.00632318501171,0.0,0.0769230769231,0.0,0.408298,0.487237,-0.652363,-0.361822,0.076104,-0.132171,-0.105384,0.186021,1.355129,0.08714,-0.116604,0.083525,0.276705,-0.354402,0.215477,-0.072697,-0.649572,-0.533461,0.364914,0.597882
0.0151515151515,0.109747784594,0.508333333333,0.313432835821,0.0865671641791,0.709677419355,1.0,0.232804232804,0.106343283582,0.134725005856,0.109221257745,0.124996044181,0.286416861827,0.0,0.0,0.0,0.920913,0.022072,0.162184,0.051003,0.385977,0.123364,0.800715,-0.627193,-0.460918,-0.047073,0.588092,-0.178283,0.001016,0.968139,-0.174565,0.034078,-0.103495,-1.125912,0.997412,0.357864
0.0718294051627,0.0728016359918,0.516666666667,0.328358208955,0.167164179104,0.629032258065,1.0,0.0793650793651,0.00932835820896,0.00864155756266,0.0099844058347,0.00156520745592,0.0585480093677,0.25,0.153846153846,0.4,0.446784,1.078374,-0.510908,0.294897,-0.181838,0.033177,0.595768,-0.093502,-0.088558,-0.293625,0.888647,0.134912,0.396459,-0.023541,-0.131589,0.580381,-0.680898,-0.95215,0.03339,-0.328978
0.0476992143659,0.0,0.533333333333,0.626865671642,0.149253731343,0.0725806451613,1.0,0.0238095238095,0.0,0.00432077878133,0.00244952596498,0.000366801535455,0.0440281030445,0.0,0.0,0.2,0.453764,0.243485,-0.166241,-0.125159,0.170456,0.095734,0.470644,0.368436,-0.697588,0.244598,-0.066242,0.269276,0.044833,-0.130451,-0.131576,0.198868,-0.395617,0.040009,-0.268184,-0.348548
0.0448933782267,0.0640763462849,0.3875,0.358208955224,0.235820895522,0.600806451613,0.984210526316,0.0873015873016,0.21828358209,0.272078919285,0.397561514152,0.333542214731,0.321779859485,0.25,0.0769230769231,0.2,0.455895,0.053665,1.247343,0.502736,0.597465,-0.092381,-0.672657,-0.26975,-0.764188,-0.144624,-0.338391,-0.754449,0.149166,1.191501,-0.760471,0.194376,-0.936005,-0.601138,0.068173,-0.013265
0.0589225589226,0.0676209952284,0.4875,0.850746268657,0.10447761194,0.0201612903226,1.0,0.0185185185185,0.0,0.0080689242302,0.00991540510329,0.000578155691838,0.0316159250585,0.0,0.0,0.0,0.285402,-0.255987,0.159315,-0.179037,0.329565,0.254992,0.013837,0.241471,-0.111244,0.990696,-0.480627,0.04674,0.224683,0.260152,0.141845,0.605359,0.305579,0.373953,0.01882,-0.615022
0.0589225589226,0.0767552828903,0.520833333333,0.567164179104,0.29552238806,0.566532258065,0.984210526316,0.0978835978836,0.0186567164179,0.03758556964,0.0913914687496,0.0145364067599,0.319906323185,0.0,0.0,0.6,0.293516,1.340525,-0.874778,0.676078,0.238799,0.118804,0.584392,-0.493632,0.681085,-0.661505,0.996209,0.668016,0.291303,0.062853,0.334915,0.427576,-0.45316,0.154011,0.252161,0.157445
0.201459034792,0.00749829584185,0.525,0.283582089552,0.0537313432836,0.459677419355,1.0,0.193121693122,0.00373134328358,0.00804289544236,0.0053130563184,0.000631611637521,0.0056206088993,0.0,0.153846153846,0.2,0.604774,0.446471,-0.050953,0.11704,0.09483,0.634889,0.639041,-0.041589,1.077592,0.21289,-0.226277,-0.142259,0.29996,-0.469659,-0.612321,0.745575,-0.400003,0.49013,0.987111,1.391389
0.223344556678,0.0530334014997,0.4125,0.626865671642,0.208955223881,0.401209677419,1.0,0.015873015873,0.0298507462687,0.0268617090502,0.0155596649324,0.00406371001471,0.0173302107728,0.25,0.153846153846,0.2,0.815091,-0.36468,0.6385,0.258116,0.047459,-0.561585,-0.267349,-0.198598,-0.303024,0.386635,-0.373979,0.221256,-0.163122,-0.027479,-0.221221,-0.626422,-0.391312,-0.052119,-0.329247,0.113173
0.0746352413019,0.344103612815,0.483333333333,0.402985074627,0.382089552239,0.3125,0.989473684211,0.322751322751,0.0429104477612,0.165907493688,0.155727750714,0.0639804669922,0.279156908665,0.25,0.0769230769231,0.2,0.123036,0.603389,0.386967,0.279533,0.74008,-0.092276,-0.583719,0.355931,0.109832,0.242501,0.113208,-0.423587,-0.266955,-0.867962,0.361058,-0.135767,0.165729,-0.274209,0.747882,0.068578
0.115039281706,0.0366734832993,0.504166666667,0.223880597015,0.158208955224,0.161290322581,1.0,0.0,0.0,0.00874567271402,0.00926679822806,0.00268118724764,0.0585480093677,0.0,0.0,0.2,0.340735,0.088895,0.366396,0.400024,-0.370291,0.167134,0.433939,-0.352476,-0.072801,-0.189774,0.0287,-0.039484,-0.093101,-0.301228,-0.039357,-0.031421,-1.338604,-0.06099,0.74522,-0.066954
0.043771043771,0.119427402863,0.541666666667,0.298507462687,0.113432835821,0.487903225806,1.0,0.0,1.0,0.451573440225,0.155500048301,0.614698127065,0.288056206089,0.0,0.0769230769231,0.0,0.649864,0.004478,0.635031,-0.92053,0.18691,-0.3187,0.609944,-0.688572,0.165614,0.66343,0.710903,-0.421882,-0.42872,0.9681,-0.142667,-0.273822,0.338118,0.385761,1.163661,-0.979768
0.0757575757576,0.242808452624,0.125,0.268656716418,0.394029850746,0.663306451613,1.0,0.272486772487,0.917910447761,1.0,1.0,1.0,0.531850117096,0.0,0.0,0.0,0.815655,0.043874,0.903419,-0.030662,0.280637,0.271895,0.313965,-1.110625,-0.594504,0.699282,-0.167666,-1.305029,0.144551,1.225309,-0.568048,-0.071265,0.040914,-0.848563,-0.104324,-0.409245
